name_1,name_2,geometry,pop,tot_local_sources,tot_tax_revenue,tot_current_oper_income,total_oper_expenses,net_oper_income,total_non_income_receipts,capital_expenditure,total_non_oper_expenditures,cash_balance_end
Bulacan,Hagonoy,POINT (120.7416180524934 14.80776321159311),129807.0,46.44711718,25.91418603,249.9946542,233.2779066,16.71674754,0.0,0.809979,0.809979,37.8847261
Bulacan,Malolos City,POINT (120.8367451204335 14.82958643099653),252074.0,335.8972781,291.23033,861.55414,703.5035083,158.0506318,0.0,113.247075,140.0340214,45.9997579
Cagayan,Allacapan,POINT (121.5417890804849 18.20549476062548),33571.0,12.09527386,4.15884823,116.2403973,74.42687636,41.81352089,0.02775,11.53593528,11.56293528,63.31842767
Ilocos Norte,Pinili,POINT (120.5459937616114 17.94828665960209),17300.0,6.87553383,3.29330431,238.5664678,51.19893287,187.367535,1.7164701,70.21521129,70.21521129,184.9621187
Bulacan,Marilao,POINT (120.9880032136268 14.76855633154434),221965.0,315.2617468,245.7493873,590.1492278,475.6242263,114.5250015,0.0,53.11150572,53.11150572,161.3130477
Bulacan,Meycauayan City,POINT (120.9744440323036 14.74617185078332),209083.0,611.9725888,548.6051137,1070.472744,517.8592537,552.6134903,1.19734317,113.5398134,233.4885077,480.8610759
Bulacan,Norzagaray,POINT (121.181315148058 14.87897557943247),111348.0,191.2112419,155.3624805,390.2061683,263.8951641,126.3110043,0.0,51.84774909,55.64707569,159.5119264
Cagayan,Amulung,POINT (121.7044876054503 17.82296441843215),47860.0,6.96804892,3.49263019,186.5120739,95.13619058,91.37588334,4.22446052,1.62414891,17.94797978,202.7298393
Cagayan,Aparri,POINT (121.5203335275432 18.54622463612129),65649.0,34.47202127,21.67400597,179.4776642,107.3588632,72.11880096,2.54592848,1.04679631,1.04679631,190.943547
Cagayan,Baggao,POINT (121.9783220139221 17.93231555351084),82782.0,20.51520193,9.0720236,264.7605834,157.3982977,107.3622857,0.29542265,28.40573825,30.99324617,191.0455114
Bulacan,Obando,POINT (120.9266679231306 14.71380003757772),59197.0,23.04002462,10.48849823,131.1591956,98.59014323,32.56905239,0.0,1.55087895,7.30858086,44.35948629
Bulacan,Paombong,POINT (120.7951209855642 14.8047697193232),53294.0,10.73912727,7.65388549,109.7726874,96.05058343,13.72210399,0.0,7.6504959,20.312134,16.96330746
Bulacan,Plaridel,POINT (120.882871918188 14.88227815487784),107805.0,109.543708,84.82819589,275.3610869,195.3829839,79.97810302,0.0,20.85040981,20.85040981,96.02781596
Cagayan,Ballesteros,POINT (121.5070969840229 18.36025809209995),34299.0,10.05902354,5.25753394,93.64060435,65.77587576,27.86472859,15.44370435,14.5651436,20.00007822,99.28787174
Cagayan,Buguey,POINT (121.8012954763422 18.2618686295096),30175.0,10.46461567,4.88626132,105.9476517,84.76319086,21.18446081,0.0,8.46863727,10.63343112,32.23339635
Bulacan,Pulilan,POINT (120.8556300661879 14.91386663740915),97323.0,181.7507689,91.56007678,327.0589476,245.4009698,81.65797786,0.0,19.33441649,19.33441649,177.0212504
Cagayan,Calayan,POINT (121.6508178124911 19.18952633773276),16702.0,4.44828234,1.46867313,111.2900293,90.5896498,20.70037954,18.05785514,4.54677152,4.75164721,46.46664093
Cagayan,Camalaniugan,POINT (121.6857548579087 18.27026763093013),24923.0,15.39138071,6.75187343,81.28656971,63.98760362,17.29896609,5.4587183,2.28279565,8.57299862,23.6146342
Ilocos Norte,San Nicolas,POINT (120.5915885477512 18.14423696708307),36736.0,70.79085646,42.69891309,149.9823818,81.13512169,68.84726009,0.0,8.57906885,8.57906885,166.6261864
Bulacan,San Ildefonso,POINT (121.0337714146265 15.05010750911167),104471.0,137.2171039,93.94746504,305.2273827,246.8365961,58.39078666,0.0,10.1301848,10.1301848,96.13893207
Bulacan,San Jose del Monte City,POINT (121.1012010359355 14.80883665844366),574089.0,424.6650345,275.910303,1261.83196,896.8269419,365.005018,18.21739316,218.9085077,256.6714542,707.1859331
Bulacan,San Miguel,POINT (121.040118171437 15.17310142183629),153882.0,52.4682625,36.78348213,296.7273459,256.0527839,40.67456197,0.0,6.168535,14.50628205,48.46204599
Ilocos Norte,Sarrat,POINT (120.6493363460167 18.11486517897576),25212.0,14.83856537,9.29416853,114.3908455,50.91902051,63.47182494,0.0,13.30928515,14.62805743,129.6820739
Bulacan,San Rafael,POINT (120.9914686089072 14.98345278249922),94655.0,77.55572221,47.09390189,238.5438239,177.0136961,61.53012784,1.42163752,38.61560192,39.21541965,139.223612
Bulacan,Santa Maria,POINT (120.9986759505374 14.83218965967649),256454.0,231.8667775,171.40754,554.6858695,356.4530949,198.2327746,0.0,151.2818424,151.2818424,231.3244224
Cagayan,Iguig,POINT (121.7489090860728 17.7534686493542),27862.0,10.92473397,3.05404933,83.26485197,66.80428237,16.4605696,23.02400522,13.6428351,37.29499597,3.16732713
Cagayan,Abulug,POINT (121.4299300703747 18.39593755367337),32497.0,10.79405314,7.0716142,96.59405114,82.46221844,14.1318327,3.69357526,5.35926342,9.05283868,24.96852154
Cagayan,Claveria,POINT (121.0974952968244 18.56125191382151),29921.0,17.5550019,8.4971347,107.3596599,64.86914216,42.49051774,14.60308036,13.53484938,23.68254631,85.73673145
Cagayan,Enrile,POINT (121.693874741359 17.55884938844548),35834.0,22.59494426,4.49702135,113.8275703,93.2165164,20.61105386,2.97483541,6.71492312,12.15907204,19.92492899
Cagayan,Lasam,POINT (121.5425530863691 18.05324177792509),39135.0,12.2112372,4.40418772,112.8799142,76.92566232,35.95425188,0.0,21.1241269,21.1241269,43.97516557
Cagayan,Gattaran,POINT (121.8597688012669 18.05814925714372),56661.0,24.34219438,9.34284791,207.6373764,157.6543397,49.98303672,46.28139563,4.3670019,40.52944267,114.9475763
Cagayan,Gonzaga,POINT (122.1257932936142 18.25540690680078),38892.0,20.90703805,6.97402906,162.8256421,121.9654046,40.86023745,1.80832184,3.58985462,3.58985462,189.344766
Ilocos Norte,Solsona,POINT (120.8225230624143 18.11525056260185),24121.0,16.27447522,8.65514369,105.1080328,66.34948393,38.75854883,0.0,1.491743,1.491743,132.2011794
Cagayan,Lal-Lo,POINT (121.8627708842203 18.16024509047585),44506.0,20.09549329,10.47663071,185.1502056,133.2232884,51.92691724,0.0,18.1995505,26.85777389,113.1469328
Ilocos Sur,Bantay,POINT (120.4500257782954 17.59656763588297),35731.0,33.02881956,18.45628935,151.6451673,71.62324225,80.02192501,8.1315354,60.75756831,68.82980502,42.42385847
Cagayan,Pamplona,POINT (121.326199395395 18.44562302194076),23596.0,4.91697466,3.26323162,82.19085066,52.7455874,29.44526326,0.0,1.2031767,3.24881102,83.17353507
Cagayan,Peñablanca,POINT (121.9757155104665 17.67808773575619),48584.0,6.10682249,3.56032295,232.7600819,189.807485,42.95259684,26.03885043,21.9017915,38.53005772,34.23080529
Ilocos Sur,Burgos,POINT (120.5199180841407 17.31761364031577),12224.0,3.08675621,1.05378434,257.8413555,50.10158229,207.7397733,0.0,23.31171231,23.31171231,239.4456259
Cagayan,Sanchez-Mira,POINT (121.2042898817509 18.52140181624388),24541.0,14.91413786,7.09738687,95.44792537,65.38968151,30.05824386,16.79818137,12.50158906,22.92619576,53.49455881
Cagayan,Santa Ana,POINT (122.2224588983339 18.39341395709463),32906.0,25.24908422,10.8594292,151.0609285,98.51851877,52.5424097,37.94039046,18.27414927,30.19915843,87.55055566
Cagayan,Santa Praxedes,POINT (120.9993143061395 18.53151575074746),4154.0,4.20157835,0.71099657,47.38400235,38.7207629,8.66323945,0.89998191,0.0,0.51733709,15.04777336
Cagayan,Santa Teresita,POINT (121.9089686239588 18.23518181857586),19038.0,11.64473889,4.43859453,80.27129236,65.00949311,15.26179925,5.48,0.6362,5.06263766,39.63722861
Cagayan,Santo Niño,POINT (121.5056600889755 17.92192198255424),27219.0,2.38888209,1.2365562,125.0647467,89.7296088,35.33513792,6.699,20.8349434,26.94144126,55.36739467
Ilocos Sur,Galimuyod,POINT (120.5163074245427 17.18642245620124),10748.0,2.20228593,1.02955767,183.4413829,43.02678237,140.4146006,0.0,63.95469804,63.95469804,140.0763546
Cagayan,Solana,POINT (121.6476100742398 17.67509969765252),82502.0,17.02471771,6.97910681,172.8091817,118.5557479,54.25343385,28.50388183,15.96719203,47.06608054,54.68509324
Ilocos Sur,Gregorio Del Pilar,POINT (120.6097866159602 17.14375656375702),4875.0,0.8968463,0.3914644,153.0727813,32.4633435,120.6094378,0.17434112,33.53070546,33.53070546,121.6382428
Cagayan,Tuguegarao City,POINT (121.7593619191901 17.60612442695676),153502.0,328.8407537,181.9047103,772.9755892,486.1049465,286.8706428,0.0,59.39693138,109.3969314,592.1783722
Camarines Norte,Daet,POINT (122.950113868829 14.10985049745204),104799.0,103.1852968,70.00509438,261.8718565,182.1389129,79.73294363,21.5711778,26.8994189,64.16788003,88.07172793
Camarines Norte,Jose Panganiban,POINT (122.6580915464466 14.25726977277811),59639.0,16.91732234,6.67495847,142.1408933,90.14110199,51.99979135,1.04499446,18.05237583,27.1456401,91.3139788
Camarines Norte,Basud,POINT (122.9786155727011 13.99330239266334),41017.0,7.74207963,4.40932671,115.5277116,72.10313137,43.42458026,7.23575677,20.63438155,29.05401259,41.13117723
Camarines Norte,Capalonga,POINT (122.4950906998448 14.27356862929623),32215.0,5.88413082,2.90779629,107.8579008,69.21174669,38.64615413,0.0,38.35317936,38.35317936,32.25122887
Ilocos Sur,Lidlidda,POINT (120.5387834555468 17.25781544995333),4647.0,1.80560976,0.42440503,118.1100818,28.21814552,89.89193624,10.04090883,9.19423449,19.52173714,88.49956346
Camarines Norte,Labo,POINT (122.6841559950957 14.13413851103189),101082.0,33.39114963,20.87376062,252.5299586,159.5646125,92.96534613,149.6760947,20.61840362,134.5011971,155.8693218
Camarines Norte,Mercedes,POINT (123.0510603250074 13.96892134640102),50841.0,17.31767345,5.12081869,127.0869535,114.7211439,12.36580957,26.052211,0.71747943,5.11892363,54.87336342
Camarines Norte,Paracale,POINT (122.7885445871398 14.25125937201675),59149.0,10.17601786,5.92866005,129.9210239,109.7214677,20.19955614,0.0,9.67258175,11.48953418,21.36105522
Camarines Norte,San Lorenzo Ruiz,POINT (122.882473259475 14.01403326257546),14063.0,3.64400285,1.5608838,60.75751373,45.24628859,15.51122514,0.28494628,15.42174747,15.42174747,11.06020079
Camarines Norte,San Vicente,POINT (122.8599362355492 14.07849673527868),10396.0,3.70411655,2.16398804,49.52450055,32.96571217,16.55878838,0.0,8.16096287,8.16096287,5.8969432
Camarines Norte,Santa Elena,POINT (122.3906462362947 14.16116306984926),40786.0,8.77532724,4.81683277,111.8527306,83.51372461,28.33900601,1.0358149,4.77385198,4.77385198,80.21783759
Ilocos Sur,Salcedo,POINT (120.5511461260813 17.13332808479979),11288.0,3.92226545,0.84135911,210.6474675,47.36266067,163.2848068,0.0,19.47088791,19.47088791,184.9874958
La Union,San Gabriel,POINT (120.488728039557 16.67755403970019),18172.0,6.27692171,2.41008579,86.90034321,44.82144023,42.07890298,0.0,13.42958142,13.45708142,70.11111617
Catanduanes,San Andres,POINT (124.1081407641411 13.66148153434948),36779.0,7.56074344,3.76470464,101.3076414,88.09026537,13.21737607,23.99910357,0.93029,0.93029,56.96095181
Catanduanes,San Miguel,POINT (124.2730162494379 13.69854980029458),15006.0,4.0053877,2.97235478,63.9631117,43.52298486,20.44012684,0.0,1.15311251,1.15311251,55.51412855
Catanduanes,Viga,POINT (124.30924508323 13.84716893130524),21624.0,4.09246688,2.9856594,76.32911488,55.59975505,20.72935983,1.59357649,0.813173,0.813173,40.88993265
Catanduanes,Virac,POINT (124.1967633600798 13.61574195396823),73650.0,50.16919915,31.2796501,185.0977303,103.2659839,81.83174637,0.0,17.11474744,17.11474744,236.475106
Catanduanes,Bagamanoc,POINT (124.2574497513408 13.95138325012371),11551.0,3.05932258,1.02638647,53.39851858,39.63418953,13.76432905,0.0,2.93075133,4.65075133,8.72803719
Catanduanes,Baras,POINT (124.3639757966811 13.69355498527729),12848.0,2.09401601,1.30583217,56.73350601,46.14522296,10.58828305,4.2822742,0.0,1.19380836,33.80122734
Catanduanes,Bato,POINT (124.3134228243315 13.60085954848331),21279.0,4.20306374,2.90642614,62.09960166,49.83154858,12.26805308,0.0,1.4217275,3.08496086,27.65897306
Catanduanes,Caramoran,POINT (124.1792788401617 13.84947688458035),30056.0,3.50783447,2.57978984,98.05190247,67.1796776,30.87222487,13.09672264,16.75305207,16.75305207,48.18399191
Catanduanes,Gigmoto,POINT (124.3549678075883 13.78571841687533),8368.0,1.15591796,0.95744926,58.90628396,44.52639962,14.37988434,0.0,10.32564926,10.72829289,22.9603639
Catanduanes,Pandan,POINT (124.1935235804254 14.02869480350076),20516.0,2.93109825,1.78114885,68.69333425,48.46865916,20.22467509,0.02046373,0.0,0.0,38.56271424
Catanduanes,Panganiban,POINT (124.2757261017619 13.89795076516965),9287.0,4.10903914,1.54958616,52.40485114,38.88321367,13.52163747,0.0,4.07899382,6.09814466,12.06415341
Cavite,Amadeo,POINT (120.9251441958324 14.18728100379809),37649.0,15.02427635,9.1831522,89.19823235,70.39738057,18.80085178,0.0,2.15,2.15,26.07013004
Cavite,Bacoor,POINT (120.9704734053372 14.41614380559187),600609.0,778.0064606,613.5121402,1642.535817,1366.996518,275.5392985,0.0,278.4270421,337.8962684,370.0738465
Cavite,Carmona,POINT (121.037134866748 14.29896526578107),97557.0,445.6759005,354.0869076,577.3322905,391.6506672,185.6816233,0.0,55.06075743,61.04293299,338.085436
La Union,Agoo,POINT (120.3688950268517 16.3310649891787),63692.0,111.1280364,52.46790138,298.6007367,125.4503751,173.1503616,0.0,75.21922583,101.3766778,159.8173147
Cavite,Cavite City,POINT (120.8978020661322 14.48021460782882),102806.0,132.9264838,104.0146801,441.9687188,240.1054493,201.8632695,0.0,59.55795452,62.33709584,351.0745922
Cavite,Dasmariñas,POINT (120.9657797294911 14.31850340963454),659019.0,1050.905679,842.6906738,2105.666305,1175.886096,929.7802094,0.0,231.0706318,231.0706318,1748.094291
Cavite,General Emilio Aguinaldo,POINT (120.800697226121 14.18015878118613),22220.0,7.05792777,5.23062999,60.69669077,42.51778843,18.17890234,0.0,0.960261,2.4788066,24.64506764
Cavite,General Mariano Alvarez,POINT (121.0184176600144 14.30698662238783),155143.0,88.05101784,55.07300247,298.216364,220.5966066,77.61975738,39.29836098,71.93893437,83.30784298,47.63922919
Cavite,Magallanes,POINT (120.7560924098125 14.15840916333),22727.0,28.68705995,5.02092621,90.81710395,71.91185713,18.90524682,0.0,6.93705975,6.93705975,34.81255983
Cavite,General Trias,POINT (120.8999069190787 14.32966633598715),314303.0,839.8014207,737.6859558,1385.656107,796.2568049,589.3993026,0.0,313.8084786,319.4044458,673.1933042
Cavite,Imus,POINT (120.9319991871272 14.39822974514318),403785.0,659.2155921,492.354276,1332.003256,948.402462,383.6007941,0.0,199.6902566,210.7943087,778.2719253
Cavite,Indang,POINT (120.8713282711768 14.18917632618266),65599.0,44.5948587,24.13572753,161.3755257,113.4146537,47.96087204,0.63130617,9.92648571,10.37395452,78.20751237
Cavite,Kawit,POINT (120.9012276376851 14.44475740054737),83466.0,58.92882632,37.33854481,190.8438224,181.491388,9.35243445,0.0,1.24124037,11.81334217,51.72278472
Cavite,Maragondon,POINT (120.7302790386712 14.22737940622772),37720.0,22.03540226,12.33503543,120.7828573,80.29792387,40.48493339,0.0,2.10847272,9.55194463,42.80014786
Cavite,Naic,POINT (120.7960138685642 14.29182503843358),111454.0,87.46517257,60.90488622,238.8921102,140.3072743,98.58483585,0.0,22.61319561,31.69904097,186.4374413
Cavite,Noveleta,POINT (120.8796209810018 14.43119104995109),45846.0,28.15703639,20.84664281,110.4505284,102.9153248,7.53520356,0.0,0.35706925,0.35706925,12.23378867
Cavite,Silang,POINT (120.9892265046946 14.21288748688616),248085.0,233.3430712,172.573945,583.5484666,310.2972469,273.2512197,1.46161096,119.9150055,168.148857,402.0886447
Cavite,Tagaytay City,POINT (120.965021013956 14.11882980214913),71181.0,777.9331382,500.4978112,1086.331781,625.9228007,460.4089805,0.0,282.0915462,338.813215,847.3466299
Cavite,Tanza,POINT (120.8366380414939 14.34770659109367),226188.0,160.3608199,82.62141764,445.061312,354.0390105,91.02230145,0.0,62.12557719,62.12557719,93.40546638
Cavite,Ternate,POINT (120.6770914215245 14.2667759305145),23157.0,12.7498507,10.17889259,72.5915477,58.27973807,14.31180963,0.0,6.3453534,6.3453534,23.42232647
La Union,Bagulin,POINT (120.4901931591441 16.60405445903789),13456.0,2.52276039,1.42968761,74.23518139,42.37769361,31.85748778,0.0,5.27736981,5.27736981,43.62347302
Cebu,Daanbantayan,POINT (124.0459692109259 11.57928603461911),84430.0,25.40919401,10.0235351,161.3534283,78.4959106,82.85751772,0.0,1.58219349,27.12455112,132.4329771
Ilocos Sur,San Emilio,POINT (120.6132879433057 17.244184000908),7407.0,4.13110234,0.57616475,223.9294463,43.6357793,180.293667,0.0,58.45555975,61.24355971,219.9515081
Ilocos Sur,San Esteban,POINT (120.4562180291371 17.32966430346975),8349.0,4.32931869,1.57552178,147.3268267,33.8400834,113.4867433,0.0,3.34285672,33.71949334,87.6932221
Ilocos Sur,San Ildefonso,POINT (120.4060218727841 17.61954634168523),7787.0,2.33051553,1.05512215,74.18529853,31.66673912,42.51855941,7.418975,1.7485369,9.7909119,50.40869209
Rizal,Morong,POINT (121.2339671124227 14.53602830518458),58118.0,31.84348361,22.15527036,131.1105462,94.74106881,36.36947734,0.0,16.7098983,22.6564163,31.90972769
Ifugao,Aguinaldo,POINT (121.3479804353525 16.93847353057997),19408.0,2.52552369,1.24080954,117.97112,73.84161454,44.12950541,0.32399681,3.21763336,3.21763336,125.3861666
Ifugao,Alfonso Lista,POINT (121.4886821065723 16.95670410440217),32119.0,49.41307276,33.71685474,155.8080247,101.5953815,54.21264321,17.99369063,20.16688216,23.06008952,62.82177052
Ifugao,Banaue,POINT (121.0974079757007 16.94278886392328),21837.0,4.89738613,1.76354695,83.39514625,60.59725584,22.79789041,0.0,0.36043704,1.21466402,49.49138695
Ifugao,Hingyon,POINT (121.0950755611074 16.8600288451676),9227.0,0.75699189,0.40499632,46.78425189,30.67504693,16.10920496,0.02724845,6.75542911,6.75542911,24.93798949
Ilocos Norte,Bacarra,POINT (120.6113054712686 18.26421476790788),32215.0,28.11259323,13.13373386,112.8662197,56.86062139,56.00559835,93.54152274,21.26404663,41.29498047,42.48555977
Ifugao,Hungduan,POINT (120.9939698303344 16.8698694683479),9400.0,1.85328189,0.68856242,71.57478589,51.28706533,20.28772056,0.0,5.81472524,5.81472524,39.1130008
Ifugao,Kiangan,POINT (121.1000771189991 16.76916987247159),17048.0,4.07539691,1.54064345,76.0432356,56.01966441,20.02357119,0.0,0.47284071,0.47284071,47.38965849
Ifugao,Lagawe,POINT (121.2171850423921 16.80029277322363),19333.0,11.28139046,4.18185892,86.6993812,76.4667694,10.2326118,0.0,0.45444532,1.19348761,29.2944377
Ilocos Norte,Carasi,POINT (120.8842895124363 18.22798276148506),1567.0,1.1488239,0.29591097,49.6711129,24.11390783,25.55720507,23.22037154,1.55727803,1.55727803,42.90929587
Ifugao,Lamut,POINT (121.202267097426 16.69482583679409),25279.0,9.20374483,2.74583141,85.36873359,62.37628259,22.992451,0.0,5.71933567,5.71933567,41.87981764
Ifugao,Mayoyao,POINT (121.2455657195784 16.8999366179149),17331.0,2.50399228,0.85293309,80.14163077,65.17007189,14.97155888,0.12912506,4.98961544,4.98961544,35.54769379
Ifugao,Tinoc,POINT (120.953604366417 16.69941897768441),16559.0,2.63341886,0.85231978,75.64977586,50.58626003,25.06351583,1.67854882,8.32122268,11.03102364,45.39010342
Ilocos Norte,Adams,POINT (120.921290794862 18.44987077445807),1792.0,0.35418343,0.14993909,47.22103543,33.36407658,13.85695885,1.26350175,0.6960604,0.6960604,34.08315829
Ilocos Norte,Badoc,POINT (120.5082137159809 17.90960334659172),31616.0,11.42627162,6.17767371,239.9094921,67.43090887,172.4785833,0.0,1.986521,4.141373,264.7223164
Ilocos Norte,Bangui,POINT (120.7532068103833 18.47044830401331),14672.0,29.48634697,18.51794238,103.0225945,66.87793425,36.14466024,13.13380171,11.94898893,21.98823511,110.9606167
Ilocos Norte,Banna,POINT (120.6552902883159 17.97479218738052),19438.0,8.13229964,2.76298703,123.9360516,59.55222601,64.38382563,30.7303939,0.61189,18.54633166,151.1270732
Ilocos Norte,Batac City,POINT (120.5795080910452 18.03775600861189),55201.0,101.1461773,48.01779502,588.802838,171.3832792,417.4195588,0.0,19.07589737,19.07589737,837.0696937
Ilocos Norte,Burgos,POINT (120.6557411971073 18.47081401648995),9777.0,34.22717343,29.45796132,107.9571409,82.93038006,25.02676086,0.0,2.58763334,2.58763334,198.9682312
Ilocos Norte,Currimao,POINT (120.5014717405407 18.00719238604268),12184.0,16.83670814,8.03512827,90.08319848,41.1105846,48.97261388,0.0,39.05759367,40.27180551,56.8882538
Ilocos Norte,Dingras,POINT (120.7298383915262 18.07555863348925),38562.0,23.04015997,11.51874693,165.4848061,135.3743095,30.11049654,0.0,1.62573492,4.91849485,54.10282372
Ilocos Norte,Dumalneg,POINT (120.8308528827455 18.4738748217568),2947.0,1.12700853,0.49862012,52.31733153,31.43335353,20.883978,0.0,1.27915446,1.27915446,31.11362638
Ilocos Norte,Laoag City,POINT (120.5826146889473 18.19591578018716),111125.0,270.3263277,123.9420148,750.3487851,485.0123518,265.3364334,0.0,14.89540439,14.89540439,371.2888599
Ilocos Norte,Nueva Era,POINT (120.7472654056982 17.94746445873302),9506.0,2.99684842,1.46014998,100.8910435,52.26839863,48.62264483,0.0,11.16900224,11.51936644,60.53794025
Laguna,Famy,POINT (121.4818217923894 14.46399831069542),16587.0,4.20399192,2.242101,55.62099992,40.82728398,14.79371594,0.0722722,3.35417641,3.35417641,28.02436597
Ilocos Norte,Pagudpud,POINT (120.8647818518799 18.56326983228457),23770.0,73.61890058,62.90713801,164.6086778,84.29247898,80.31619882,0.0,38.34813373,38.34813373,189.3282357
Ilocos Norte,Paoay,POINT (120.5193139425876 18.08105828286183),24866.0,20.10157989,8.20125693,87.79042233,60.87196858,26.91845375,0.9445,0.38388104,3.35789085,38.80485064
Ilocos Norte,Pasuquin,POINT (120.6317340874243 18.36968779965644),28980.0,26.49017497,9.56464534,128.1921224,79.10245802,49.0896644,0.0,39.65241148,39.65241148,43.41298387
Laguna,Kalayaan,POINT (121.5405033435529 14.33625575690192),23269.0,21.86214986,16.12466148,87.11775509,79.65421087,7.46354422,0.03433693,2.62607078,2.62607078,16.99346816
Ilocos Norte,Vintar,POINT (120.7884590762273 18.3175952451982),32220.0,8.38096354,3.86528806,204.9486629,138.8280779,66.12058505,4.104,23.5466519,32.54257702,84.73296753
Ilocos Sur,Alilem,POINT (120.5858038461694 16.8980264477057),6695.0,4.83927601,3.65627442,106.019357,39.04149005,66.97786696,0.09,4.02321995,4.02321995,100.0975264
Ilocos Sur,Banayoyo,POINT (120.4968996040533 17.23689104412776),7748.0,2.55829977,0.62987557,194.8842248,32.67123443,162.2129903,0.09959,41.54077532,42.04894889,173.5777318
Ilocos Sur,Cabugao,POINT (120.4682081727009 17.79250065861248),37501.0,23.45063027,7.95886919,457.5698514,115.5497906,342.0200608,14.5347081,139.6869291,154.1044051,253.1704746
Laguna,Liliw,POINT (121.4457259145304 14.13116505869218),36582.0,13.4109411,5.30527247,88.3474011,59.94926372,28.39813738,0.0,0.754525,11.52009126,35.5334607
Ilocos Sur,Candon City,POINT (120.4674140627222 17.19146378697814),60623.0,90.80245885,49.02612766,757.079753,306.754193,450.32556,1.08211395,19.05583661,75.4851419,410.1438613
Laguna,Los Baños,POINT (121.223847634695 14.15800852423778),112008.0,105.4408517,73.32785457,272.9212415,170.4113913,102.5098502,0.0,26.38727795,36.07181255,236.0565093
Ilocos Sur,Caoayan,POINT (120.3989405244447 17.53611824691654),19861.0,5.07350134,1.35998897,97.87394053,48.11521111,49.75872942,1.43062051,12.56419836,22.59388234,31.46581549
Ilocos Sur,Cervantes,POINT (120.7143230227903 16.99340499844007),17211.0,7.06163401,2.73704502,142.9672208,73.98711363,68.98010718,0.27608477,40.95076618,43.72577518,35.32401317
Laguna,Luisiana,POINT (121.5215641895962 14.18990344144309),19720.0,12.0000756,4.24744088,76.24316695,62.49101302,13.75215393,0.0,7.54455026,11.2938626,17.99552411
Ilocos Sur,Magsingal,POINT (120.4516721721791 17.68358878377777),30792.0,12.24400355,3.42459995,278.6295528,62.9320407,215.6975121,0.0,158.0513423,165.2278731,142.3065357
Ilocos Sur,Nagbukel,POINT (120.5518183167073 17.43980341977367),5259.0,0.67956875,0.34079104,39.0623653,40.47432211,-1.41195681,0.0,0.295,0.295,3.70641109
Ilocos Sur,Narvacan,POINT (120.5012330214161 17.44441165512195),44006.0,36.70510411,9.05645357,581.9804015,223.4281203,358.5522813,0.0,58.90039416,67.35599488,303.2787294
Ilocos Sur,Quirino,POINT (120.7165177365616 17.12550484479164),8573.0,3.96071237,0.66978739,171.1835904,58.54764361,112.6359468,0.0,93.8294583,94.05330672,31.92646624
Ilocos Sur,San Juan,POINT (120.4725563394036 17.73378034738011),26411.0,9.68030999,3.12019019,345.217273,47.15812177,298.0591512,0.0,84.04653921,90.91964817,225.7982615
Ilocos Sur,San Vicente,POINT (120.3672827581368 17.61221397028008),12758.0,4.58728802,1.74144369,82.75862702,37.21108019,45.54754683,0.0,35.67891592,35.67891592,53.11954408
Ilocos Sur,Santa,POINT (120.4470507035281 17.51406754418494),15340.0,4.34769291,2.15973323,98.77580922,77.05892924,21.71687998,0.0,13.20994007,13.20994007,18.8761428
Ilocos Sur,Santa Catalina,POINT (120.3576205835932 17.58391439552875),13945.0,2.9535352,1.73053469,83.3249712,39.42230419,43.90266701,0.0519,3.73412522,4.9169667,97.17378477
Ilocos Sur,Santa Cruz,POINT (120.4912829248053 17.05691742638237),39868.0,23.30235749,5.00380515,375.3711439,84.34537998,291.025764,8.29557826,141.8773256,141.8773256,275.7114949
Ilocos Sur,Santa Lucia,POINT (120.4708399740239 17.12457294279692),25402.0,13.23682546,2.875137,77.98650123,54.30164238,23.68485885,0.0,0.0,1.49404677,154.0746289
Ilocos Sur,Santa Maria,POINT (120.4993144920708 17.37155555900689),30321.0,20.00051451,5.36030587,382.1033603,54.71615956,327.3872008,0.0,14.23819656,14.23819656,253.4446474
Ilocos Sur,Santiago,POINT (120.4571470254974 17.27669401466729),18759.0,3.78288413,1.48348522,291.2819616,48.70956163,242.5724,4.8104,86.0589417,87.5589417,188.1728605
Ilocos Sur,Santo Domingo,POINT (120.420541054423 17.64581116495835),27975.0,15.79795778,4.1639212,156.6283818,58.2379303,98.39045148,0.0,48.06164463,48.06164463,71.39841014
Ilocos Sur,Sigay,POINT (120.6022879337668 17.03497314216164),2737.0,0.620135,0.36773454,38.570232,31.28461704,7.28561496,0.0,0.342318,0.342318,23.02405501
Ilocos Sur,Tagudin,POINT (120.465116650144 16.93794594137692),39277.0,25.28616303,6.43905857,201.3003406,131.6700545,69.63028615,8.35360004,38.01745371,42.97466327,80.76540762
Ilocos Sur,Sinait,POINT (120.4888871382621 17.86048224222795),25640.0,15.7171603,4.86438679,308.4556769,72.42312902,236.0325479,0.0,30.97027933,30.97027933,309.1067627
Ilocos Sur,Vigan City,POINT (120.3906601540239 17.56228023461474),53879.0,150.5265847,62.69408905,402.3621164,236.5159422,165.8461742,10.6751161,24.05358043,49.05249941,243.8771814
Ilocos Sur,Sugpon,POINT (120.5759403990718 16.77513945527768),4585.0,0.87515366,0.36070536,76.59567566,26.5619328,50.03374286,0.0,0.05715483,0.05715483,91.95555237
